gene,length,count,rate
NKIRAS2,4213,3,1404.3333333333333
PKD1L3,5623,4,1405.75
TLE2,2812,2,1406
MYO3A,5624,4,1406
ZNF235,4219,3,1406.3333333333333
ZNF560,2815,2,1407.5
PSMC3IP,1408,1,1408
FSIP1,2816,2,1408
BIVM-ERCC5,5632,4,1408
ALPK1,5633,4,1408.25
IL22RA1,2817,2,1408.5
NPTN,2817,2,1408.5
FILIP1L,5635,4,1408.75
CLDND1,2818,2,1409
TG,8455,6,1409.1666666666667
RGS22,4229,3,1409.6666666666667
ITPR3,9870,7,1410
CLGN,2820,2,1410
PLOD3,2821,2,1410.5
CC2D1B,5642,4,1410.5
THOC6,1411,1,1411
ZNF808,4233,3,1411
PDCD7,2823,2,1411.5
NCL,4237,3,1412.3333333333333
LY75-CD302,5650,4,1412.5
FKBP10,2826,2,1413
ANK1,8478,6,1413
C1QTNF4,1413,1,1413
TNIK,9892,7,1413.142857142857
GRM7,4241,3,1413.6666666666667
CPEB2,7069,5,1413.8
COLCA2,1414,1,1414
MRPS9,1414,1,1414
FAM170B,1414,1,1414
UBQLN2,4242,3,1414
RP1,7071,5,1414.2
TYK2,4243,3,1414.3333333333333
RAPGEFL1,4243,3,1414.3333333333333
SLC25A2,1415,1,1415
CYBA,1415,1,1415
MYH15,7075,5,1415
NOL12,2830,2,1415
SLC4A3,4246,3,1415.3333333333333
ITPR1,9908,7,1415.4285714285713
TBC1D17,2831,2,1415.5
MIB2,4247,3,1415.6666666666667
ZCCHC8,5663,4,1415.75
TXNDC12,1416,1,1416
SOD3,1416,1,1416
SGCB,4248,3,1416
PPP1CA,2832,2,1416
GRHL3,2834,2,1417
OR2C1,1418,1,1418
SCAP,4254,3,1418
MAGEC1,4256,3,1418.6666666666667
RDH5,1419,1,1419
ATP6V0E1,1419,1,1419
CDH12,4258,3,1419.3333333333333
TMEM260,4259,3,1419.6666666666667
RAB44,4259,3,1419.6666666666667
STEAP3,4259,3,1419.6666666666667
SCN5A,8519,6,1419.8333333333333
RSPH4A,2840,2,1420
SQSTM1,2840,2,1420
GTF3C3,4261,3,1420.3333333333333
PAMR1,2842,2,1421
TGM5,2843,2,1421.5
SLC3A2,2843,2,1421.5
P4HA1,2844,2,1422
RCC1,2844,2,1422
TNFAIP6,1422,1,1422
NOL11,2844,2,1422
RD3L,1422,1,1422
P2RY8,4267,3,1422.3333333333333
ANKRD61,1423,1,1423
LY6D,1423,1,1423
ADAMTSL2,4270,3,1423.3333333333333
DDX4,2847,2,1423.5
HMX3,2847,2,1423.5
USP40,5695,4,1423.75
LIPT1,1424,1,1424
DSG2,5697,4,1424.25
FLT1,7123,5,1424.6
IGF2BP3,4274,3,1424.6666666666667
MAP3K8,2850,2,1425
PDGFRB,5700,4,1425
CDKN2D,1425,1,1425
AIFM3,2850,2,1425
SULT1C4,2850,2,1425
SNRNP27,1425,1,1425
CYBB,4276,3,1425.3333333333333
DOK4,2851,2,1425.5
NUTM2G,2851,2,1425.5
MBLAC2,4277,3,1425.6666666666667
PITX3,1426,1,1426
PCDH12,5706,4,1426.5
HERPUD1,2853,2,1426.5
IGFBP7,1427,1,1427
ILDR1,2855,2,1427.5
IGF2BP2,4283,3,1427.6666666666667
XKRX,2856,2,1428
SLC10A5,1428,1,1428
LETM2,2856,2,1428
AMIGO3,2856,2,1428
SETD3,2856,2,1428
LAMA5,11426,8,1428.25
EVX1,2858,2,1429
SH3BP1,2858,2,1429
BCL9L,10005,7,1429.2857142857142
CCDC40,4288,3,1429.3333333333333
ACR,1430,1,1430
SUOX,2860,2,1430
SLC51A,1430,1,1430
SMARCA1,4291,3,1430.3333333333333
AGTR2,2862,2,1431
PDLIM1,1431,1,1431
CNPY3,1431,1,1431
RGS11,4294,3,1431.3333333333333
ROBO4,4294,3,1431.3333333333333
RNFT2,5727,4,1431.75
RAB38,1432,1,1432
SPR,1432,1,1432
HS3ST1,7160,5,1432
SHISA4,1432,1,1432
CRISPLD1,4297,3,1432.3333333333333
COL28A1,4297,3,1432.3333333333333
WDR75,4297,3,1432.3333333333333
ATG101,1433,1,1433
CDH15,2866,2,1433
CCZ1,2867,2,1433.5
MOGS,2867,2,1433.5
CCZ1B,2867,2,1433.5
FGFR3,4301,3,1433.6666666666667
RAPGEF4,4301,3,1433.6666666666667
CMSS1,4302,3,1434
OPTC,1434,1,1434
DGKZ,5737,4,1434.25
GNB3,2869,2,1434.5
DUOX1,5738,4,1434.5
LAMB3,4305,3,1435
GLIS1,2870,2,1435
FBLN2,4306,3,1435.3333333333333
NUAK1,5744,4,1436
EPHX4,1436,1,1436
ACOX3,2872,2,1436
ZNF200,4308,3,1436
ZW10,2873,2,1436.5
TPGS1,2873,2,1436.5
MAML1,5748,4,1437
POU2AF1,2875,2,1437.5
AHCYL1,4313,3,1437.6666666666667
SERPINF1,1438,1,1438
TMBIM4,2876,2,1438
ELK1,2876,2,1438
ITGB1BP2,1439,1,1439
EIF5A,1439,1,1439
GOLGA5,2879,2,1439.5
APEH,2879,2,1439.5
MAGEL2,4319,3,1439.6666666666667
ADAMTSL4,4319,3,1439.6666666666667
ZNRF4,1440,1,1440
MAGEH1,1440,1,1440
ERICH3,7201,5,1440.2
SPAG17,7203,5,1440.6
DHX38,4323,3,1441
NR1I3,1441,1,1441
SLC26A3,2882,2,1441
NUP210,7206,5,1441.2
KLHL4,5765,4,1441.25
RBM6,4324,3,1441.3333333333333
HADHB,2883,2,1441.5
ACTRT1,1442,1,1442
ZNF607,4327,3,1442.3333333333333
SRSF2,2885,2,1442.5
MISP,2885,2,1442.5
LCN15,2885,2,1442.5
TMEM82,1443,1,1443
GIMAP2,1443,1,1443
PPP1R27,1443,1,1443
ZBTB49,2886,2,1443
JAG2,5773,4,1443.25
CTR9,4330,3,1443.3333333333333
STRA6,2887,2,1443.5
COL9A2,2887,2,1443.5
SLC22A12,2887,2,1443.5
TIAM1,7218,5,1443.6
MRPS30,4331,3,1443.6666666666667
TRIM22,2888,2,1444
PSMD3,2888,2,1444
MRGPRX4,1444,1,1444
CCDC87,2888,2,1444
MEX3B,4333,3,1444.3333333333333
SLC25A32,2891,2,1445.5
DDX42,4337,3,1445.6666666666667
MRGPRX1,1446,1,1446
TMCO5A,2894,2,1447
HAPLN4,4342,3,1447.3333333333333
GGPS1,2895,2,1447.5
ZNF217,5790,4,1447.5
SLC27A1,4343,3,1447.6666666666667
ASGR2,1448,1,1448
MILR1,1448,1,1448
NID1,5792,4,1448
TAOK3,4346,3,1448.6666666666667
ANKRD2,1449,1,1449
CRYZ,2899,2,1449.5
ST7,2899,2,1449.5
CTNNA2,4349,3,1449.6666666666667
RXFP4,1450,1,1450
MAB21L1,2901,2,1450.5
IL12RB1,2901,2,1450.5
NDNF,2902,2,1451
BCO2,2902,2,1451
LPCAT3,2902,2,1451
PBX3,2902,2,1451
NDST3,5806,4,1451.5
C1orf112,4355,3,1451.6666666666667
ITIH1,2904,2,1452
LBX2,1452,1,1452
IQGAP2,5808,4,1452
TMEM187,1452,1,1452
CDKN2C,2904,2,1452
PEX10,2905,2,1452.5
SMAP2,2905,2,1452.5
SPACA1,1453,1,1453
UXS1,2907,2,1453.5
CASP10,5814,4,1453.5
PADI2,4361,3,1453.6666666666667
TRMT1L,4361,3,1453.6666666666667
ADH1A,1454,1,1454
TXLNG,4362,3,1454
BPIFB3,1454,1,1454
CSTF3,2911,2,1455.5
CAPN5,4367,3,1455.6666666666667
ALG10,2913,2,1456.5
PSMD2,2913,2,1456.5
ZFYVE19,2913,2,1456.5
MARVELD3,2914,2,1457
IFI44L,5829,4,1457.25
KCNE4,2915,2,1457.5
USP7,5831,4,1457.75
ZNF185,4374,3,1458
SLC34A1,2916,2,1458
RARG,2917,2,1458.5
GTPBP3,2917,2,1458.5
WDR7,7295,5,1459
CASKIN1,5839,4,1459.75
PDIA4,2921,2,1460.5
ZNF610,2921,2,1460.5
UNC13D,4382,3,1460.6666666666667
DIAPH1,5843,4,1460.75
ZNF579,2922,2,1461
HSD11B1,1461,1,1461
SLC15A5,2923,2,1461.5
MRPS21,1462,1,1462
JPH4,4386,3,1462
OXTR,4387,3,1462.3333333333333
CAP2,2925,2,1462.5
ACSS2,2925,2,1462.5
DYNLRB1,1464,1,1464
GATA1,1464,1,1464
WDR19,4395,3,1465
NUDT8,1465,1,1465
ACOT4,1465,1,1465
LAMB4,5861,4,1465.25
COL11A1,7327,5,1465.4
TPBGL,2931,2,1465.5
ANXA3,2932,2,1466
DENND1C,2933,2,1466.5
VIPAS39,2934,2,1467
MFSD2B,2934,2,1467
LRRN4,2935,2,1467.5
CYP11B2,2936,2,1468
SMYD4,4405,3,1468.3333333333333
ARFGAP2,2937,2,1468.5
SLCO2B1,5875,4,1468.75
RCN3,1469,1,1469
OR10W1,1469,1,1469
SORBS1,7348,5,1469.6
FAM50A,1470,1,1470
CCDC174,2940,2,1470
SLC39A3,2940,2,1470
KAT2B,4410,3,1470
PTCH2,4410,3,1470
RHOBTB1,4411,3,1470.3333333333333
EIF2AK1,4411,3,1470.3333333333333
GBE1,2941,2,1470.5
RASSF6,5882,4,1470.5
TRIM43B,1471,1,1471
APOA4,1471,1,1471
SLC2A3,4414,3,1471.3333333333333
FMOD,2943,2,1471.5
RAC2,1472,1,1472
ADNP,7360,5,1472
ZNF213,5889,4,1472.25
BTN1A1,2945,2,1472.5
DAAM1,5890,4,1472.5
MPEG1,4418,3,1472.6666666666667
TMEM207,1473,1,1473
NUDT17,1473,1,1473
ADCY8,4421,3,1473.6666666666667
PCDHAC1,5896,4,1474
RBM19,4422,3,1474
OR1S1,1474,1,1474
"NAT16",2949,2,1474.5
EIF2B5,4425,3,1475
DYNC1I1,2950,2,1475
CPT1C,2950,2,1475
ULK3,2951,2,1475.5
FGD5,5903,4,1475.75
PKD1L2,7379,5,1475.8
MFSD11,2952,2,1476
SAGE1,2952,2,1476
CTTNBP2,5904,4,1476
ARHGAP44,4428,3,1476
ECSIT,2953,2,1476.5
SLC38A3,2953,2,1476.5
SPATA18,4430,3,1476.6666666666667
SPATA31E1,4431,3,1477
ANKRD27,4432,3,1477.3333333333333
TWF2,2955,2,1477.5
RUFY3,4433,3,1477.6666666666667
SLC18A1,2956,2,1478
CNPY4,1478,1,1478
DAPK1,5912,4,1478
GDF15,1478,1,1478
KLRB1,1478,1,1478
ACVR1,4435,3,1478.3333333333333
CENPT,2957,2,1478.5
C4orf3,2960,2,1480
ZIC2,2963,2,1481.5
CNGB3,4447,3,1482.3333333333333
DLC1,7412,5,1482.4
PNLIP,1483,1,1483
SLC4A1AP,2966,2,1483
ALG2,2966,2,1483
CACHD1,5933,4,1483.25
TBC1D19,2967,2,1483.5
CP,4452,3,1484
CCNL2,4452,3,1484
LIPM,1484,1,1484
FAU,1484,1,1484
OCEL1,1485,1,1485
JAG1,5940,4,1485
RNASEK,1485,1,1485
TCN1,1486,1,1486
SCAMP4,2973,2,1486.5
GUF1,4460,3,1486.6666666666667
HAUS5,4462,3,1487.3333333333333
LPIN3,4462,3,1487.3333333333333
MTUS2,7439,5,1487.8
CASP5,1488,1,1488
RPP40,1488,1,1488
CLDN16,2977,2,1488.5
INO80E,4469,3,1489.6666666666667
UBOX5,4469,3,1489.6666666666667
LYZ,1490,1,1490
PPP4C,1490,1,1490
LGI1,5960,4,1490
TSC22D1,5961,4,1490.25
AKNA,7454,5,1490.8
ACTL7A,1491,1,1491
ABHD16B,1491,1,1491
BLOC1S4,1491,1,1491
AGTPBP1,4473,3,1491
ADAM30,2983,2,1491.5
SLC6A16,2983,2,1491.5
CDNF,1492,1,1492
CKB,1492,1,1492
SPOP,2985,2,1492.5
TBX19,2985,2,1492.5
RFTN1,2986,2,1493
TBC1D10C,4480,3,1493.3333333333333
CBFA2T3,4480,3,1493.3333333333333
CPSF1,4480,3,1493.3333333333333
KCNAB2,5979,4,1494.75
SSH3,2990,2,1495
ZNF33B,5982,4,1495.5
MAD1L1,2991,2,1495.5
WWP2,4487,3,1495.6666666666667
CABIN1,7480,5,1496
RFPL1,1496,1,1496
RAB3A,1496,1,1496
MYO7A,7483,5,1496.6
FBXL19,4490,3,1496.6666666666667
SLC38A10,4491,3,1497
SPARCL1,2994,2,1497
TRPM2,5989,4,1497.25
SETD1A,5991,4,1497.75
IL13RA2,1498,1,1498
NGF,2997,2,1498.5
UBE2T,1499,1,1499
ARHGEF39,4498,3,1499.3333333333333
APOL1,3000,2,1500
ZNF780A,7500,5,1500
SNAPC3,3000,2,1500
IFFO1,3001,2,1500.5
SDHA,3001,2,1500.5
PRRT2,3002,2,1501
RTP4,1501,1,1501
NVL,3003,2,1501.5
PRAMEF20,1502,1,1502
MAGT1,4506,3,1502
PPP1R1C,3004,2,1502
LPAR6,3004,2,1502
ARAP2,7513,5,1502.6
GADL1,4509,3,1503
ECD,3006,2,1503
CDHR2,4509,3,1503
RHD,3007,2,1503.5
DPY19L3,6015,4,1503.75
NFATC2,7519,5,1503.8
CCK,1504,1,1504
GLT1D1,3010,2,1505
PAPOLA,4515,3,1505
FASTK,3011,2,1505.5
ARID4B,6022,4,1505.5
AFAP1L1,6024,4,1506
SLCO1B3,3013,2,1506.5
ANKAR,4521,3,1507
SNAP91,4521,3,1507
CRYM,1507,1,1507
MYOG,1507,1,1507
SRRM2,9044,6,1507.3333333333333
SUSD1,3015,2,1507.5
OR7G2,3015,2,1507.5
NUP153,6030,4,1507.5
TRAPPC11,4523,3,1507.6666666666667
MYH3,6032,4,1508
NQO2,1508,1,1508
PSD2,4526,3,1508.6666666666667
ARF5,1509,1,1509
VSX2,3018,2,1509
ZNF804A,4527,3,1509
TNNI3K,3019,2,1509.5
IBTK,6040,4,1510
MYH8,6041,4,1510.25
PARP12,3021,2,1510.5
MLLT1,4532,3,1510.6666666666667
CIB2,1511,1,1511
L3MBTL4,4534,3,1511.3333333333333
CAMKMT,1512,1,1512
ECI1,1512,1,1512
VDAC2,1512,1,1512
FER1L6,6051,4,1512.75
ENTPD3,3026,2,1513
KLK5,1513,1,1513
CPNE6,4540,3,1513.3333333333333
MARS2,3027,2,1513.5
MGAT4B,3027,2,1513.5
MROH7,4542,3,1514
DHX15,3028,2,1514
ATG10,3029,2,1514.5
ZSWIM8,6062,4,1515.5
GTPBP2,3031,2,1515.5
ASB5,3031,2,1515.5
TSPAN8,1516,1,1516
L3HYPDH,1516,1,1516
GIMD1,1516,1,1516
PPIL1,1516,1,1516
DNAJC2,3033,2,1516.5
ABCG5,3033,2,1516.5
RGS6,6069,4,1517.25
REPS1,6069,4,1517.25
SFMBT1,4553,3,1517.6666666666667
HTR5A,4555,3,1518.3333333333333
CSF3R,6074,4,1518.5
BCAS3,4556,3,1518.6666666666667
NOP2,3038,2,1519
SP4,6077,4,1519.25
TUBGCP6,6078,4,1519.5
HOXB13,3039,2,1519.5
MYH2,6078,4,1519.5
DHX37,4559,3,1519.6666666666667
ANO7,4560,3,1520
OR6C6,1521,1,1521
UBE4A,6088,4,1522
HAAO,1522,1,1522
LINGO2,3044,2,1522
OTC,1522,1,1522
CHRM4,3044,2,1522
KIF7,4567,3,1522.3333333333333
ZNF672,3045,2,1522.5
ISM2,3045,2,1522.5
PNPLA8,4569,3,1523
ZMIZ1,7615,5,1523
FOCAD,6096,4,1524
KIF25,3048,2,1524
ACTL6B,1524,1,1524
PRR15L,1524,1,1524
TMEM87A,3049,2,1524.5
CD4,3049,2,1524.5
DUSP18,3050,2,1525
TMEM208,1525,1,1525
MIS18BP1,4577,3,1525.6666666666667
PANX2,3052,2,1526
SLC25A28,1526,1,1526
RPL7,1526,1,1526
GCNT2,4579,3,1526.3333333333333
FLNC,9159,6,1526.5
F11,3053,2,1526.5
CLEC1B,3054,2,1527
NRTN,1528,1,1528
LRIT2,3056,2,1528
DLG3,6112,4,1528
GPR68,3056,2,1528
TIMM17B,1528,1,1528
RINL,3058,2,1529
MTERF3,1529,1,1529
MCM10,4587,3,1529
ENG,3059,2,1529.5
CLCNKA,3060,2,1530
ZMYND12,1530,1,1530
ZNF469,13770,9,1530
ADRM1,1530,1,1530
DCHS1,10713,7,1530.4285714285713
SPOCK3,3061,2,1530.5
C12orf40,3061,2,1530.5
ZNF582,3061,2,1530.5
VWA3A,4599,3,1533
ECM1,3066,2,1533
MSH6,7669,5,1533.8
ALDH1L1,4604,3,1534.6666666666667
RNF222,3070,2,1535
DPP9-AS1,3071,2,1535.5
RAB6C,3073,2,1536.5
A2M,4610,3,1536.6666666666667
PALD1,4610,3,1536.6666666666667
RAD54B,3074,2,1537
SNX3,1537,1,1537
HPS3,4611,3,1537
USP27X,3075,2,1537.5
COL6A5,9226,6,1537.6666666666667
ZNF608,6152,4,1538
TJP3,3076,2,1538
LHCGR,3076,2,1538
AMPD2,4615,3,1538.3333333333333
GRID1,6154,4,1538.5
FBN3,9232,6,1538.6666666666667
DPP3,3078,2,1539
PNPLA6,4617,3,1539
ARID5A,3079,2,1539.5
UBR1,7698,5,1539.6
CTSK,4619,3,1539.6666666666667
TULP3,3080,2,1540
PIBF1,3080,2,1540
MYF5,1540,1,1540
DMRTA2,3080,2,1540
LARP7,3081,2,1540.5
ELOVL5,3081,2,1540.5
MTA2,3083,2,1541.5
GJA1,3083,2,1541.5
TIMM21,3084,2,1542
RRP9,1542,1,1542
FAM81B,1542,1,1542
NIPAL4,3085,2,1542.5
SPHK2,3085,2,1542.5
KCNJ3,4628,3,1542.6666666666667
ASPRV1,1543,1,1543
CCDC74A,1543,1,1543
TCTE1,3086,2,1543
AVIL,3087,2,1543.5
FAM186B,3088,2,1544
FAM9A,1544,1,1544
DENND2C,6177,4,1544.25
CAMK1G,3089,2,1544.5
LMNB2,4634,3,1544.6666666666667
TRO,4634,3,1544.6666666666667
OTOA,4635,3,1545
TXNDC15,3090,2,1545
PZP,4635,3,1545
PTF1A,1545,1,1545
FNDC7,3090,2,1545
GRXCR1,1545,1,1545
KREMEN1,6181,4,1545.25
LHX3,3092,2,1546
MIS18A,1546,1,1546
ZXDC,4639,3,1546.3333333333333
TDRKH,3093,2,1546.5
FGFR4,3093,2,1546.5
ARMCX5,4640,3,1546.6666666666667
PRR14L,10827,7,1546.7142857142858
PLEKHG7,4641,3,1547
ITGB6,4641,3,1547
PLCB2,4643,3,1547.6666666666667
OR2AP1,1548,1,1548
INTS8,4645,3,1548.3333333333333
CDC42EP4,3098,2,1549
MT3,1550,1,1550
SDCBP2,1550,1,1550
PGBD1,3100,2,1550
UBE2U,1550,1,1550
MGST3,3101,2,1550.5
IL1RAPL2,3101,2,1550.5
PRMT7,4652,3,1550.6666666666667
SMG7,6204,4,1551
MROH9,3102,2,1551
LTN1,7756,5,1551.2
PIEZO2,10859,7,1551.2857142857142
WDR27,4654,3,1551.3333333333333
NUDT19,3103,2,1551.5
ZBTB2,3103,2,1551.5
GSDMB,4655,3,1551.6666666666667
NBR1,4656,3,1552
EFNA1,1552,1,1552
SERPINC1,1552,1,1552
CDAN1,4657,3,1552.3333333333333
GRID2IP,4657,3,1552.3333333333333
CAP1,3105,2,1552.5
ZNF696,4658,3,1552.6666666666667
TMTC2,6211,4,1552.75
BCAR1,4659,3,1553
SPSB1,3106,2,1553
SPATS2L,6212,4,1553
TGFBI,4661,3,1553.6666666666667
PTBP1,4661,3,1553.6666666666667
LYAR,1554,1,1554
ITGAX,4663,3,1554.3333333333333
HRH2,4664,3,1554.6666666666667
PROK2,1555,1,1555
MLF2,1555,1,1555
PLEKHG6,3111,2,1555.5
POLR2G,1556,1,1556
SFXN4,1556,1,1556
USP28,4669,3,1556.3333333333333
COL8A2,4669,3,1556.3333333333333
KMT2E,7782,5,1556.4
ARSI,3113,2,1556.5
NPRL2,3113,2,1556.5
ALKBH3,1557,1,1557
TRAPPC8,6230,4,1557.5
KAT2A,3115,2,1557.5
ZNF721,4673,3,1557.6666666666667
NKX2-5,1558,1,1558
FUT2,3116,2,1558
TYW1B,3117,2,1558.5
STK33,4677,3,1559
ERC2,6239,4,1559.75
OR9K2,3120,2,1560
GLYATL2,1560,1,1560
RDH14,1560,1,1560
NWD2,7800,5,1560
RPA4,1560,1,1560
NEUROG3,1560,1,1560
ORC1,3121,2,1560.5
DDHD2,4682,3,1560.6666666666667
GFRA4,1561,1,1561
TNK1,3122,2,1561
SP7,3123,2,1561.5
ZNF417,4685,3,1561.6666666666667
HEATR5A,7811,5,1562.2
SERINC1,3125,2,1562.5
ZEB1,6250,4,1562.5
AADAC,1563,1,1563
PROZ,1563,1,1563
CD5,3127,2,1563.5
IKZF1,6255,4,1563.75
NPRL3,3128,2,1564
RPS6KA4,3128,2,1564
TRMT13,3128,2,1564
FMO1,3130,2,1565
CRHR2,3131,2,1565.5
ING1,4697,3,1565.6666666666667
POU1F1,1566,1,1566
HSPA12B,3133,2,1566.5
CCDC66,3134,2,1567
TMEM104,4703,3,1567.6666666666667
PTGS2,4709,3,1569.6666666666667
USP6NL,4709,3,1569.6666666666667
CEP57,3141,2,1570.5
OSBP,4713,3,1571
GPR21,1571,1,1571
TENM2,9427,6,1571.1666666666667
CTXN2,3143,2,1571.5
PHKA1,6286,4,1571.5
DCDC2,4715,3,1571.6666666666667
GOLGA2,6289,4,1572.25
AXL,4717,3,1572.3333333333333
NPR2,4717,3,1572.3333333333333
KCND1,4718,3,1572.6666666666667
EXTL2,3146,2,1573
KIF24,6295,4,1573.75
AUH,1574,1,1574
THUMPD2,3148,2,1574
PLAA,4724,3,1574.6666666666667
EIF2AK3,4724,3,1574.6666666666667
AKAP7,3150,2,1575
WIPF1,4727,3,1575.6666666666667
DFFB,3152,2,1576
FAM89A,1576,1,1576
C10orf67,3153,2,1576.5
SCYL3,6308,4,1577
DIP2C,7885,5,1577
ZSWIM4,4731,3,1577
ART3,1577,1,1577
EGR2,3155,2,1577.5
FANCI,4733,3,1577.6666666666667
ARL4D,1578,1,1578
UNC5CL,3156,2,1578
SERPINE1,3156,2,1578
UCHL1,1578,1,1578
PDE1B,4734,3,1578
CAMKV,3157,2,1578.5
HJURP,3157,2,1578.5
WDR5,3157,2,1578.5
SLC26A4,4737,3,1579
LRRC1,3159,2,1579.5
RANBP17,4739,3,1579.6666666666667
POP1,4739,3,1579.6666666666667
SCG3,3160,2,1580
ANKS1B,6322,4,1580.5
C2CD4B,1581,1,1581
TRPC4AP,3162,2,1581
GAL3ST4,3162,2,1581
PSMD8,1581,1,1581
RBFOX3,3163,2,1581.5
RBL2,6326,4,1581.5
MRPL37,1582,1,1582
GPR52,1582,1,1582
ACTL10,1583,1,1583
RRM1,3166,2,1583
FANK1,1583,1,1583
PVRIG,1583,1,1583
CNOT2,4753,3,1584.3333333333333
FAM83C,3169,2,1584.5
ANKIB1,6340,4,1585
GNAZ,3170,2,1585
XIRP2,12682,8,1585.25
PCDHGC3,4758,3,1586
ICE1,7930,5,1586
ZNF777,3172,2,1586
DMGDH,3173,2,1586.5
NPC1,4760,3,1586.6666666666667
C1orf50,4760,3,1586.6666666666667
TGIF1,3175,2,1587.5
OLFML2B,3175,2,1587.5
PIP4K2C,3176,2,1588
KLHDC8A,3177,2,1588.5
MRI1,3178,2,1589
TRAFD1,3178,2,1589
ODF3L2,1589,1,1589
TMEM14B,1589,1,1589
CYP2U1,4768,3,1589.3333333333333
ADAMTS20,6358,4,1589.5
RCBTB2,3179,2,1589.5
RAB11B,1590,1,1590
TMC3,4770,3,1590
CCDC3,3180,2,1590
PACS2,6361,4,1590.25
MTHFD2L,3181,2,1590.5
SLC2A2,3181,2,1590.5
MFN2,4772,3,1590.6666666666667
ESCO1,4773,3,1591
HSPA4,4774,3,1591.3333333333333
PCDHGB7,4775,3,1591.6666666666667
PCDHGA9,4776,3,1592
NGEF,3184,2,1592
MTX2,1592,1,1592
KIAA0319L,4777,3,1592.3333333333333
ECM2,3185,2,1592.5
ATG5,3185,2,1592.5
ARRDC1,3185,2,1592.5
TIGD2,3186,2,1593
MYADM,3186,2,1593
ASB14,3187,2,1593.5
R3HDM1,4781,3,1593.6666666666667
ITGB2,4781,3,1593.6666666666667
PADI3,3189,2,1594.5
MYCBPAP,3189,2,1594.5
ERVFRD-1,3191,2,1595.5
FAM71E2,3191,2,1595.5
ZNF540,3191,2,1595.5
IRGC,1596,1,1596
ST18,6385,4,1596.25
PRDM9,3193,2,1596.5
SCEL,3194,2,1597
EGF,6388,4,1597
MYO5B,9583,6,1597.1666666666667
TENM4,14381,9,1597.888888888889
APPL2,3196,2,1598
COL22A1,6394,4,1598.5
ZNF611,4796,3,1598.6666666666667
FSTL5,4796,3,1598.6666666666667
GTF2B,1599,1,1599
ADAT3,1599,1,1599
TAB1,3198,2,1599
FLG,12793,8,1599.125
DPYSL2,4798,3,1599.3333333333333
RNF139,3199,2,1599.5
HES6,1600,1,1600
NTSR2,1600,1,1600
NBEA,11200,7,1600
CDPF1,1600,1,1600
SCRT2,3200,2,1600
POLR3GL,1600,1,1600
C17orf107,3201,2,1600.5
MCM3AP,6403,4,1600.75
PGLS,1601,1,1601
IGFBP1,1601,1,1601
UTS2,1601,1,1601
HOPX,3203,2,1601.5
UBR3,8009,5,1601.8
CSHL1,1602,1,1602
MOGAT2,3204,2,1602
ZNF503,3205,2,1602.5
CROT,3205,2,1602.5
CD200R1L,1603,1,1603
"NAA10",1603,1,1603
GPX3,1603,1,1603
HDAC7,6414,4,1603.5
CDH1,4811,3,1603.6666666666667
WDR36,6416,4,1604
MAP4K5,4812,3,1604
PCDHGA2,4813,3,1604.3333333333333
ZNF786,3209,2,1604.5
CFAP20,1605,1,1605
SDS,1605,1,1605
CLCA4,3211,2,1605.5
PGM2,3211,2,1605.5
ULBP1,3211,2,1605.5
CALHM1,3212,2,1606
ADK,3212,2,1606
TBCC,1606,1,1606
SLC5A6,3213,2,1606.5
MAN2C1,4820,3,1606.6666666666667
GYS2,3214,2,1607
SEC63,6430,4,1607.5
ESF1,3216,2,1608
LMAN1,4824,3,1608
ZNF860,3217,2,1608.5
EVC2,4828,3,1609.3333333333333
AHDC1,6438,4,1609.5
SSUH2,3219,2,1609.5
PRKACG,1610,1,1610
SPATA31D1,4830,3,1610
RSPH10B2,3220,2,1610
KIF20B,6441,4,1610.25
PRPF38B,4831,3,1610.3333333333333
NMUR1,3221,2,1610.5
SNRNP70,3221,2,1610.5
UBN1,6443,4,1610.75
RSPH10B,3222,2,1611
CCDC51,1611,1,1611
LTBP3,4833,3,1611
SEC14L5,6445,4,1611.25
PDZD8,9672,6,1612
"NACAD",4836,3,1612
CDHR3,6448,4,1612
CYFIP2,6452,4,1613
NRK,8066,5,1613.2
DPF2,4840,3,1613.3333333333333
SORBS3,3227,2,1613.5
PEF1,1614,1,1614
SH3GLB1,6456,4,1614
SLC27A4,3229,2,1614.5
RACGAP1,3229,2,1614.5
ZNF711,4844,3,1614.6666666666667
SOWAHD,1615,1,1615
TMEM43,3230,2,1615
XIRP1,6461,4,1615.25
PCDHB6,3231,2,1615.5
COPG1,3231,2,1615.5
RPA1,4847,3,1615.6666666666667
ADCY6,6464,4,1616
AKAP17A,3232,2,1616
RANBP3,3233,2,1616.5
UGGT2,4850,3,1616.6666666666667
IL1B,1617,1,1617
LHFPL3,3234,2,1617
SUGCT,1617,1,1617
MTERF2,3235,2,1617.5
TRIM2,8088,5,1617.6
SPATA3,1618,1,1618
GTF2A1L,1618,1,1618
TMEM114,1618,1,1618
ZNF44,3236,2,1618
MIEF2,3236,2,1618
ARHGAP30,4857,3,1619
TSPAN1,1619,1,1619
RGS19,1619,1,1619
SLIT3,9716,6,1619.3333333333333
UBE2Q1,3239,2,1619.5
RTN1,3239,2,1619.5
ZFYVE26,9719,6,1619.8333333333333
IKBKE,3240,2,1620
IFT122,4860,3,1620
GDPD1,3241,2,1620.5
PTPRZ1,8103,5,1620.6
GJA4,1621,1,1621
